date,Like Count,View Count,Engagement Score
2023-05-05,603,214130.0,0.0
2023-05-08,721,348736.0,-0.0007485798193815419
2023-05-09,431,213213.0,-0.0007945936013195403
2023-05-10,5,1703.0,0.00011994897540989775
2023-05-11,266,142458.0,-0.0009488293226875759
2023-05-12,1437,588156.0,-0.00037281697968159994
2023-05-13,1101,318482.0,0.0006409779318301964
2023-05-14,2079,397149.0,0.002418764789233318
2023-05-15,49819,6567274.0,0.004769901815260494
2023-05-16,1781,620459.0,5.440925507952136e-05
2023-05-17,489,247422.0,-0.0008396658919514219
2023-05-18,1292,533145.0,-0.000392690579499283
2023-05-19,692,235799.0,0.00011865653433767174
