date,Like Count,View Count,Engagement Score
2023-05-01,15,3453.0,0.0015168385054312623
2023-05-03,135,42255.0,0.00036767803100008246
2023-05-04,80,24027.0,0.0005023773994289175
2023-05-05,94,28713.0,0.0004465682799761504
2023-05-08,567,748232.0,-0.002069423792879388
2023-05-10,492,107692.0,0.001741374333756292
2023-05-12,1586,874986.0,-0.001014609717735344
2023-05-15,195,85424.0,-0.0005444792994401585
2023-05-16,164,293639.0,-0.0022687012305014588
2023-05-17,216,125618.0,-0.0011077113499706854
2023-05-18,129,52449.0,-0.00036767803100008203
2023-05-19,127,22814.0,0.0027395471064038685
